property_type;state;lat;lon;area_m2;price_usd
apartment;Distrito Federal;19.392.302;-99.154.385;150.0;222924.2
house;Distrito Federal;192.925.929.444;-991.806.221.008;96.0;138598.31
house;Quer‚taro;205.426.931;-1.004.512.523;260.0;122525.12
house;Veracruz de Ignacio de la Llave;190.652.948;-96.069.905;239.0;138334.81
house;Jalisco;206.129;-103.464.564;275.0;163328.09
apartment;Puebla;18.983.398;-98.288.951;192.0;121207.64
house;Chiapas;19.657.836;-101.184.317;260.0;68492.42
house;Yucat n;2.103.071;-89.618.103;126.0;77467.49
house;Chiapas;19.710.472;-101.222.626;190.0;63223.78
house;Estado de M‚xico;19.476.202;-99.261.893;230.0;289775.66
house;Chihuahua;28.663.404;-106.133.102;182.0;326733.66
house;Jalisco;20.726.262;-103.468.575;206.0;168596.74
house;Veracruz de Ignacio de la Llave;19.137.135;-96.112.946;125.0;60589.45
house;Estado de M‚xico;195.224.623.443;-992.515.909.641;210.0;202842.96
apartment;Quer‚taro;20.696.185;-100.450.005;132.0;93781.94
house;Hidalgo;20.092.012;-98.741.743;116.0;84087.62
house;Baja California;32.601.212;-115.474.838;102.0;33982.78
house;Chiapas;16.765.467;-93.105.786;370.0;192305.66
house;Yucat n;21.039.522;-89.563.911;195.0;91632.19
apartment;Puebla;18.989.942;-98.247.486;100.0;55847.67
house;Veracruz de Ignacio de la Llave;18.898.756;-96.998.779;130.0;68492.42
house;Veracruz de Ignacio de la Llave;19.119.549;-96.107.643;232.0;125393.83
house;Distrito Federal;19.353.288;-99.244.721;90.0;136405.3
house;San Luis Potos¡;221.385.005.078;-1.009.965.722.937;168.0;104319.23
house;Sonora;29.083.198;-110.993.222;162.0;57955.13
house;Puebla;19.044.477;-98.328.011;165.0;111331.75
house;Distrito Federal;19.510.133;-99.100.025;171.0;141199.77
house;Morelos;18.850.763;-98.943.855;168.0;67438.69
house;Nuevo Le¢n;25.758.372.724;-1.002.713.531.256;98.0;43213.16
house;Quer‚taro;20.726.007;-100.442.642;260.0;163328.09
house;Estado de M‚xico;195.562.275;-992.674.713;150.0;205526.01
apartment;Distrito Federal;19.345.528;-99.189.906;60.0;46943.65
house;Morelos;18.935.198;-99.232.834;300.0;289775.66
house;Puebla;1.903.362;-98.203.294;156.0;99577.45
house;Estado de M‚xico;19.229.864;-99.597.954;256.0;184446.42
house;Yucat n;21.039.522;-89.563.911;330.0;171271.67
house;Morelos;18.936.026;-99.216.217;220.0;205477.28
house;Tabasco;18.053.865;-92.937.809;182.0;81664.04
house;Yucat n;209.968.241;-895.846.761;164.0;62711.78
house;Yucat n;20.984.423;-89.579.231;162.0;47417.83
house;Morelos;18.864.874;-98.925.911;120.0;51369.32
house;Distrito Federal;1.940.112;-9.906.707;317.0;173906.62
house;Quer‚taro;20.705.742;-100.444.016;185.0;146995.28
house;Sinaloa;24.813.503;-107.371.574;220.0;184446.42
apartment;Morelos;18.935.198;-99.232.834;91.0;101182.03
house;Yucat n;21.012.869;-89.636.932;96.0;57705.38
apartment;Quintana Roo;211.672.703;-868.414.848;120.0;163366.83
house;Morelos;18.948.607;-99.243.812;180.0;184446.42
house;Morelos;1.895.299;-99.259.592;180.0;102738.64
house;Morelos;188.816.687;-991.632.665;90.0;68245.17
house;Quer‚taro;205.884.382.058;-1.004.006.266.594;243.0;200208.63
house;Yucat n;209.973.786;-896.296.213;170.0;38470.25
apartment;Distrito Federal;1.933.923;-99.218.987;83.0;147522.15
house;Chiapas;16.766.967;-93.123.362;239.0;226551.88
house;Chihuahua;28.631.689;-106.102.234;200.0;115410.76
house;Quer‚taro;2.058.966;-100.366.899;335.0;250260.79
house;Morelos;18.862.602;-99.213.448;210.0;141990.07
apartment;Quer‚taro;2.059.808;-100.337.153;90.0;57428.26
apartment;Quintana Roo;211.789.333.275;-868.123.199.791;75.0;34254.33
apartment;Nuevo Le¢n;256.689.477;-1.003.536.491;117.0;140741.38
house;Guerrero;16.862.803;-99.894.829;147.0;92750.2
apartment;Sinaloa;23.296.583;-106.479.973;134.0;173865.39
house;Yucat n;210.012.449;-895.674.103;133.0;76150.02
house;Estado de M‚xico;19.666.832;-99.236.992;69.0;44783.51
house;Nuevo Le¢n;25.668.703;-100.405.373;101.0;210795.91
house;Jalisco;20.663.444;-103.426.533;350.0;262115.25
apartment;Estado de M‚xico;19.521.015;-9.923.091;130.0;171231.07
house;Sinaloa;23.286.216;-106.427.007;180.0;86932.69
house;Estado de M‚xico;19.422.676;-99.257.774;200.0;70283.76
house;Estado de M‚xico;196.378.074;-991.995.969;254.0;171271.67
house;Hidalgo;20.084.376;-98.367.993;279.0;131716.2
house;Morelos;18.850.763;-98.943.855;110.0;73234.21
house;Estado de M‚xico;19.300.923;-99.713.636;73.0;43729.78
apartment;Distrito Federal;19.444.723;-99.186.447;70.0;41680.96
house;Distrito Federal;19.403.597;-99.149.771;380.0;257531.53
house;Chiapas;1.966.869;-101.205.173;298.0;168069.88
apartment;Baja California;32.486.292;-117.054.763;63.0;36817.31
apartment;Jalisco;20.705.671;-103.396.278;180.0;237145.4
house;Guerrero;168.583.631;-998.508.616;354.0;266975.89
apartment;Veracruz de Ignacio de la Llave;191.005.941.575;-961.070.613.563;76.0;84298.37
apartment;Estado de M‚xico;19.479.437;-99.236.561;75.0;105397.95
house;Morelos;18.981.213;-99.206.345;240.0;183348.96
house;Quer‚taro;20.624.242;-100.390.194;172.0;86953.31
apartment;Estado de M‚xico;19.508.253;-99.254.997;113.0;153686.47
house;Estado de M‚xico;19.533.955;-99.228.287;155.0;52159.61
apartment;Distrito Federal;19.394.073;-99.153.915;82.0;154987.69
house;Morelos;18.878.128;-99.187.238;110.0;84298.37
apartment;Quer‚taro;205.862.687.746;-1.003.786.790.371;63.0;113302.8
house;Morelos;18.961.286;-99.212.621;60.0;34773.07
house;Quer‚taro;20.628.052;-100.404.541;254.0;147557.13
house;Campeche;18.660.893;-917.663.706;264.0;172852.64
house;Veracruz de Ignacio de la Llave;190.652.948;-96.069.905;192.0;126477.54
house;Tamaulipas;22.285.725;-97.843.597;72.0;35988.5
apartment;Distrito Federal;19.305.984;-99.127.341;70.0;107322.36
house;Distrito Federal;19.361.792;-99.190.096;197.0;49999.47
house;San Luis Potos¡;221.877.626.295;-100.962.767.601;105.0;50517.24
apartment;Quer‚taro;20.726.007;-100.442.642;105.0;93856.88
apartment;Distrito Federal;19.417.636;-99.153.292;70.0;41095.45
house;Veracruz de Ignacio de la Llave;19.570.101;-96.918.228;140.0;42623.36
house;Morelos;18.885.313;-99.062.879;97.0;50052.15
apartment;San Luis Potos¡;22.148.722;-10.100.119;129.0;92750.2
house;Puebla;18.985.688;-98.230.121;73.0;37670.83
apartment;Estado de M‚xico;19.427.053;-99.256.293;100.0;313695.32
apartment;Distrito Federal;19.446.256;-99.147.767;68.0;49051.11
house;Nayarit;214.581.695;-1.048.877.876;220.0;165172.12
apartment;Distrito Federal;19.333.974;-99.240.363;70.0;121178.91
apartment;Estado de M‚xico;19.379.597;-99.293.808;155.0;226551.88
house;San Luis Potos¡;22.139.618;-101.032.422;354.0;208111.61
house;Estado de M‚xico;19.552.184;-99.251.489;80.0;127880.63
apartment;Quer‚taro;205.365.909;-1.004.411.011;80.0;44794.13
apartment;Distrito Federal;19.445.032;-99.140.207;133.0;59426.13
house;Estado de M‚xico;1.954.235;-9.919.195;192.0;125920.69
apartment;Distrito Federal;19.377.404;-99.193.301;80.0;91411.04
apartment;Guerrero;16.858.816;-99.857.628;185.0;157917.19
house;Sinaloa;23.231.522;-106.382.439;211.0;81137.18
house;Yucat n;21.006.756;-89.570.984;250.0;105397.95
apartment;Guerrero;16.850.374;-99.850.166;145.0;81664.04
house;Veracruz de Ignacio de la Llave;18.141.083;-94.458.733;180.0;110667.85
house;Puebla;18.989.918;-982.295;299.0;231820.52
house;Veracruz de Ignacio de la Llave;25.540.674;-103.393.252;140.0;47417.83
house;Yucat n;21.039.522;-89.563.911;240.0;138058.14
apartment;Distrito Federal;19.336.697;-99.152.534;102.0;187081.37
house;Quer‚taro;20.697.427;-100.444.385;187.0;134350.53
apartment;Distrito Federal;19.451.872;-99.173.522;70.0;66911.83
house;Estado de M‚xico;19.262.129;-99.602.481;239.0;132769.93
apartment;Distrito Federal;192.790.911;-992.114.234;72.0;40645.77
house;Jalisco;20.647.398;-105.209.682;84.0;65858.1
house;Tabasco;23.634.501;-102.552.788;151.0;237145.4
house;Quer‚taro;205.887.932;-1.003.898.881;177.0;115937.75
apartment;Puebla;19.028.651;-98.258.029;116.0;171231.07
apartment;Distrito Federal;19.493.713;-99.204.941;60.0;38812.39
house;Veracruz de Ignacio de la Llave;1.911.819;-96.107.956;181.0;129112.49
house;Veracruz de Ignacio de la Llave;18.147.928.788;-944.772.926.867;175.0;115937.75
house;Estado de M‚xico;194.907.003;-992.553.635;370.0;316193.86
apartment;Nuevo Le¢n;25.672.309;-100.374.119;73.0;106110.57
house;Estado de M‚xico;19.542.509;-99.218.987;220.0;150156.47
house;Chiapas;19.671.952;-101.175.638;235.0;171231.07
house;Colima;19.297.108;-103.737.602;176.0;62170.05
house;Baja California;32.421.957;-117.033.513;170.0;95499.52
house;Morelos;18.855.343;-99.241.142;73.0;36783.88
house;Morelos;18.939.657;-9.920.237;185.0;189716.32
house;Distrito Federal;19.345.431;-99.209.949;200.0;228450.07
house;Nuevo Le¢n;25.660.103;-100.410.858;127.0;131747.44
house;Estado de M‚xico;19.564.925;-99.218.415;110.0;143834.1
house;Nuevo Le¢n;25.652.299;-100.266.174;281.0;152790.8
apartment;Distrito Federal;19.452.665;-99.121.497;75.0;34421.81
apartment;Guerrero;16.869.995;-99.869.568;72.0;48471.56
house;Chiapas;16.768.602;-93.164.162;185.0;82717.77
house;Hidalgo;23.634.501;-102.552.788;120.0;63223.78
house;Estado de M‚xico;19.317.622;-99.607.241;200.0;158059.45
house;Guerrero;16.850.374;-99.850.166;168.0;115937.75
apartment;Yucat n;210.306.572;-895.945.502;144.0;79048.46
house;Distrito Federal;19.359.798;-99.161.675;90.0;131716.2
house;Distrito Federal;193.434.226;-991.359.301;182.0;68492.42
apartment;Distrito Federal;194.503.249;-991.351.802;91.0;79029.72
house;Tamaulipas;223.918.646.281;-979.089.224.339;76.0;35826.8
apartment;Distrito Federal;19.307.417;-99.125.191;75.0;36882.11
house;Durango;240.277.202;-1.046.531.759;245.0;92201.34
apartment;Estado de M‚xico;19.374.843;-99.293.871;120.0;59711.33
apartment;San Luis Potos¡;221.352.302;-1.010.266.343;140.0;73234.21
house;Veracruz de Ignacio de la Llave;25.577.366;-103.437.088;348.0;155425.12
house;Veracruz de Ignacio de la Llave;19.517.859;-96.891.403;300.0;142253.5
house;Quer‚taro;20.605.692;-10.038.488;290.0;208111.61
house;San Luis Potos¡;22.158.050.728;-1.009.284.004.569;180.0;50064.02
house;Morelos;18.847.519;-99.220.529;162.0;89567.02
house;Veracruz de Ignacio de la Llave;19.119.549;-96.107.643;190.0;94331.17
house;Distrito Federal;19.301.835;-99.206.377;300.0;207057.88
house;Chiapas;16.756.552;-93.181.732;215.0;163366.83
house;Morelos;18.813.505;-98.953.514;80.0;34246.21
house;Campeche;198.301.251;-905.349.087;160.0;115937.75
house;Quer‚taro;20.592.563;-100.371.039;271.0;179134.04
house;Hidalgo;20.044.181;-9.934.648;169.0;84054.87
apartment;Distrito Federal;19.396.893;-99.152.302;80.0;85899.33
house;Jalisco;20.615.292;-103.312.843;230.0;131716.2
house;Guanajuato;21.202.881;-101.679.077;167.0;68492.42
house;Yucat n;210.315.095;-89.600.513;349.0;200256.11
house;Distrito Federal;1.933.981;-99.216.052;272.0;260798.09
house;Nuevo Le¢n;256.773.984;-1.003.940.095;347.0;292796.2
house;Yucat n;210.344.135;-895.978.127;305.0;194986.21
house;Morelos;18.936.026;-99.216.217;270.0;255590.04
house;Quer‚taro;20.607.178;-100.335.754;75.0;35563.37
house;Estado de M‚xico;19.470.298;-99.272.488;218.0;255529.44
house;Estado de M‚xico;19.522.923;-99.241.837;340.0;250260.79
house;Quer‚taro;20.570.164;-100.363.823;170.0;123842.59
house;Veracruz de Ignacio de la Llave;181.477.847.816;-944.396.674.633;240.0;115937.75
house;Distrito Federal;19.399.741;-99.115.503;100.0;57287.8
house;Distrito Federal;19.282.308;-99.126.869;130.0;119651.0
apartment;Estado de M‚xico;19.634.604;-99.088.905;76.0;34245.11
house;Morelos;18.904.448;-99.242.474;106.0;105372.96
house;Distrito Federal;19.456.544;-99.127.136;278.0;183875.82
house;Quer‚taro;20.726.007;-100.442.642;285.0;231875.5
house;Quer‚taro;20.548.123;-100.436.245;300.0;200208.63
apartment;Distrito Federal;19.396.705;-99.181.902;85.0;76740.25
house;Quer‚taro;206.543.981;-1.003.546.346;137.0;83264.38
house;Chiapas;16.766.762;-93.148.401;160.0;154371.39
house;Morelos;18.954.132;-99.266.083;94.0;55333.92
house;Nuevo Le¢n;25.696.475;-100.345.717;220.0;165962.42
apartment;Distrito Federal;19.270.165;-99.152.404;80.0;131400.09
house;Guerrero;23.634.501;-102.552.788;100.0;50052.15
apartment;Distrito Federal;1.939.912;-99.141.464;92.0;142253.5
house;Estado de M‚xico;19.229.864;-99.597.954;270.0;231820.52
apartment;Distrito Federal;19.376.589;-99.153.107;107.0;215482.45
house;Yucat n;21.072.905;-8.965.963;280.0;110351.66
house;Puebla;19.044.477;-98.328.011;350.0;226551.88
apartment;Estado de M‚xico;196.494.549;-992.023.662;69.0;38461.13
apartment;Estado de M‚xico;1.960.537;-99.233.148;60.0;39146.05
house;Tabasco;17.999.552;-92.950.018;151.0;115910.26
house;Puebla;191.090.862;-983.289.824;160.0;84318.36
house;Morelos;18.910.368;-991.996;200.0;129081.88
house;Jalisco;20.775.549;-103.691.269;300.0;134350.53
house;Nuevo Le¢n;257.671.943;-1.002.575.589;150.0;35308.31
house;Baja California Sur;24.168.865;-110.306.996;330.0;290434.24
house;Baja California;32.457.415;-11.688.252;102.0;61643.18
house;Quer‚taro;20.726.007;-100.442.642;200.0;121705.77
apartment;Oaxaca;170.588.513.685;-96.749.432.981;94.0;51118.0
house;Estado de M‚xico;19.550.762;-99.242.156;160.0;111194.84
house;Yucat n;210.412.206.815;-895.549.756.587;174.0;82842.79
apartment;Distrito Federal;19.373.161;-99.130.394;69.0;84298.37
house;Morelos;18.917.542;-98.963.181;210.0;118572.7
apartment;Nuevo Le¢n;25.657.194;-100.340.521;110.0;262378.68
house;Morelos;1.894.542;-99.223.195;380.0;289775.66
house;Quer‚taro;206.113.606;-1.003.288.581;132.0;86953.31
house;Chiapas;16.773.806;-93.096.295;165.0;71126.75
house;Distrito Federal;19.493.973;-99.130.394;300.0;179239.41
apartment;Quintana Roo;20.626.583;-87.078.659;145.0;115437.11
apartment;Nuevo Le¢n;25.651.072;-100.342.773;126.0;175924.99
house;Distrito Federal;19.362.795;-99.218.987;80.0;46715.31
house;Quer‚taro;20.631.845;-100.390.495;180.0;118572.7
house;Nuevo Le¢n;25.637.247;-100.382.774;194.0;76395.4
house;Quintana Roo;21.138.567;-86.842.937;185.0;97469.99
house;Guerrero;16.874.741;-99.889.244;300.0;98787.15
apartment;Distrito Federal;19.395.097;-99.150.424;80.0;53158.18
apartment;Distrito Federal;19.478.815;-99.196.831;64.0;76395.4
house;Veracruz de Ignacio de la Llave;19.554.081;-96.911.522;95.0;38461.13
house;Tamaulipas;22.276.130.897;-978.784.418.106;232.0;139652.29
house;Morelos;189.611.008;-992.684.274;192.0;173906.62
apartment;Distrito Federal;1.951.918;-99.143.403;60.0;34983.82
apartment;Yucat n;2.103.071;-89.618.103;131.0;77467.49
house;Chiapas;19.671.921;-101.197.362;240.0;97469.99
house;Estado de M‚xico;19.514.929;-992.542.064;356.0;288721.93
house;Estado de M‚xico;19.295.469;-99.692.619;150.0;57968.87
house;Estado de M‚xico;19.488.134;-99.230.759;110.0;138934.25
apartment;Distrito Federal;19.326.108;-99.122.758;70.0;49273.54
house;Sonora;29.105.133;-110.943.916;357.0;210745.93
house;Chiapas;19.711.031;-101.245.743;256.0;60603.82
house;Nuevo Le¢n;255.883.667;-1.002.430.415;300.0;162393.9
house;Baja California Sur;24.155.968;-110.315.987;204.0;135963.36
house;Distrito Federal;19.483.263;-99.186.297;190.0;102369.83
house;Estado de M‚xico;19.404.718;-99.263.313;139.0;252895.12
house;Chihuahua;28.678.531;-106.040.439;115.0;46890.97
house;Yucat n;210.064.261;-896.850.751;90.0;60603.82
apartment;Distrito Federal;23.634.501;-102.552.788;85.0;94835.67
house;Estado de M‚xico;19.580.685;-99.047.432;70.0;34254.33
house;Quer‚taro;20.571.299;-100.383.032;90.0;37353.34
house;Yucat n;209.904.342;-896.004.394;200.0;79029.72
house;Morelos;18.953.518;-99.272.508;300.0;147522.15
house;Nuevo Le¢n;25.686.357;-100.376.106;380.0;200256.11
house;Baja California;32.494.759;-117.016.926;92.0;51632.75
house;Jalisco;207.540.020.174;-1.033.824.715.018;290.0;152790.8
house;Estado de M‚xico;19.562.864;-99.064.713;90.0;52686.48
house;Quer‚taro;205.285.264.774;-9.988.301.754;136.0;79048.46
apartment;San Luis Potos¡;22.133.745;-101.016.029;174.0;143868.21
apartment;Distrito Federal;19.299.864;-99.111.133;65.0;135225.12
house;Estado de M‚xico;19.493.069;-99.060.346;343.0;191620.74
house;Quer‚taro;206.536.084;-1.003.469.826;176.0;110140.86
apartment;Distrito Federal;19.384.724;-99.145.619;145.0;123813.23
house;Jalisco;20.883.594;-103.839.896;100.0;184402.69
house;Nuevo Le¢n;256.866.142;-1.003.161.126;90.0;242357.82
house;Morelos;18.804.197;-98.932.816;140.0;51632.75
house;Quer‚taro;207.047.931;-1.004.462.718;250.0;150192.08
house;Estado de M‚xico;19.589.786.878;-990.521.619.915;80.0;36889.28
house;Puebla;18.972.588;-98.282.691;202.0;150894.08
house;Nuevo Le¢n;25.530.777;-1.002.071;299.0;194939.99
house;Quer‚taro;20.593.385;-100.361.619;100.0;115910.26
house;Puebla;19.017.727;-98.316.376;182.0;108559.89
apartment;Distrito Federal;19.454.332;-99.200.287;62.0;50591.01
house;Quintana Roo;21.139.086;-8.684.964;200.0;158096.93
house;Estado de M‚xico;192.030.655;-995.478.784;106.0;38724.56
house;Sinaloa;23.290.356;-106.426.237;150.0;93781.94
house;Colima;19.277.207;-103.734.973;161.0;52633.79
house;Nuevo Le¢n;257.393.693.814;-1.002.269.947.529;266.0;144700.85
house;Morelos;18.901.708;-99.237.779;250.0;242357.82
apartment;Distrito Federal;19.368.808;-99.112.954;83.0;115910.26
house;Yucat n;210.369.774.162;-896.034.273.505;175.0;126214.05
house;Morelos;23.634.501;-102.552.788;270.0;229186.2
apartment;Distrito Federal;1.938.342;-99.086.604;88.0;100104.31
house;Morelos;1.893.409;-99.254.997;145.0;102738.64
house;Distrito Federal;19.380.834;-99.200.764;350.0;161258.87
house;Morelos;18.886.955;-99.062.244;68.0;43202.91
house;Nuevo Le¢n;25.679.226;-100.344.032;210.0;155425.12
apartment;Distrito Federal;19.413.009;-9.917.109;127.0;289775.66
apartment;Distrito Federal;19.410.215;-9.914.595;70.0;44048.85
apartment;Distrito Federal;19.367.424;-99.185.753;82.0;154898.26
house;San Luis Potos¡;220.951.835.008;-10.087.474.823;172.0;50157.53
apartment;Distrito Federal;19.298.168;-99.113.106;83.0;177695.7
apartment;Estado de M‚xico;195.652.097;-992.646.998;87.0;84318.36
house;Estado de M‚xico;195.527.338;-992.494.583;200.0;92223.21
house;Yucat n;210.634.817;-896.110.378;235.0;146995.28
house;Tamaulipas;22.285.725;-97.843.597;218.0;118572.7
house;Quer‚taro;205.230.129;-1.004.302.641;184.0;93804.18
apartment;Distrito Federal;19.440.043;-99.176.894;79.0;137017.34
house;Veracruz de Ignacio de la Llave;25.439.536;-100.994.925;293.0;158059.45
apartment;San Luis Potos¡;22.144.705;-10.104.092;144.0;90620.75
house;Yucat n;209.959.805.028;-896.128.177.643;374.0;247421.7
house;Tamaulipas;223.286.560.021;-978.898.514.392;140.0;73778.56
house;Morelos;18.858.107;-99.200.287;92.0;64556.24
house;Veracruz de Ignacio de la Llave;190.530.826;-960.588.921;200.0;108007.29
house;Morelos;18.883.513;-99.221.881;80.0;44783.51
house;Morelos;18.933.414;-99.194.748;250.0;292900.92
house;Morelos;18.935.198;-99.232.834;180.0;168596.74
house;Nuevo Le¢n;257.385.463;-1.003.184.093;254.0;139652.29
apartment;Distrito Federal;1.941.275;-99.126.007;60.0;35890.24
apartment;Distrito Federal;19.364.891;-99.148.384;78.0;150830.86
house;Estado de M‚xico;19.272.732;-99.453.377;126.0;68492.42
house;Estado de M‚xico;19.490.576;-99.254.997;350.0;210745.93
house;Quer‚taro;205.535.753;-1.004.222.725;156.0;86953.31
house;Quer‚taro;20.572.051;-100.406.716;227.0;125920.69
house;Baja California;32.457.469;-116.882.435;102.0;61643.18
house;Distrito Federal;19.353.373;-991.138;160.0;106127.01
house;Yucat n;21.039.522;-89.563.911;270.0;164947.8
house;Jalisco;202.959.587;-1.031.944.627;204.0;94835.67
house;Quer‚taro;20.379.178;-99.966.431;80.0;34246.21
house;Morelos;18.804.409;-98.959.038;130.0;47417.83
house;Guanajuato;205.958.037.462;-101.186.433.658;195.0;94858.16
house;Tamaulipas;22.272.678;-97.883.728;350.0;237145.4
house;Tamaulipas;22.309.216;-9.789.325;109.0;45848.11
house;Morelos;18.808.657;-99.203.751;67.0;34254.33
house;Jalisco;20.712.604;-103.391.146;361.0;194939.99
house;Nuevo Le¢n;256.626.225;-1.003.688.142;311.0;240884.28
house;Puebla;19.059.084;-98.286.095;243.0;101445.53
house;Aguascalientes;2.189.658;-102.316.322;245.0;78502.86
house;Campeche;198.308.743;-905.359.003;180.0;76413.51
house;Estado de M‚xico;19.491.798;-99.262.423;150.0;168596.74
house;Distrito Federal;19.508.428;-99.125.896;150.0;45057.62
house;Chihuahua;2.870.466;-106.089.596;78.0;51632.75
apartment;Distrito Federal;19.454.332;-99.200.287;90.0;53832.41
house;Puebla;19.077.675;-98.225.566;175.0;118544.58
house;Morelos;23.634.501;-102.552.788;160.0;99577.45
house;Morelos;18.922.282;-9.904.435;70.0;46469.47
house;Chiapas;16.742.777;-93.119.011;140.0;73778.56
house;Veracruz de Ignacio de la Llave;20.945.961;-97.389.905;200.0;289775.66
house;San Luis Potos¡;22.193.162;-101.005.431;80.0;39514.86
apartment;Veracruz de Ignacio de la Llave;19.119.549;-96.107.643;93.0;76413.51
house;Estado de M‚xico;194.953.683.665;-992.584.598.064;140.0;68508.67
house;Quintana Roo;21.139.641;-86.879.738;100.0;36880.53
house;Quer‚taro;20.659.601;-100.442.467;301.0;274034.68
house;Yucat n;213.103.259.143;-89.248.380.661;325.0;187081.37
apartment;Distrito Federal;19.393.257;-99.157.113;100.0;71653.61
house;Yucat n;21.072.905;-8.965.963;190.0;97493.1
house;Veracruz de Ignacio de la Llave;209.475.017;-973.631.926;110.0;67860.19
house;Nuevo Le¢n;25.721.457;-100.228.301;190.0;88513.29
house;Estado de M‚xico;19.406.092;-99.011.968;177.0;80083.45
house;San Luis Potos¡;22.125.832;-101.035.118;197.0;147557.13
house;Yucat n;21.023.252;-89.614.571;320.0;150192.08
house;Estado de M‚xico;1.931.673;-99.581.169;80.0;47944.7
house;Quer‚taro;20.647.322;-100.479.441;82.0;36248.3
house;Estado de M‚xico;197.100.885;-989.659.399;99.0;75783.82
apartment;Distrito Federal;19.462.951;-99.125.888;208.0;131716.2
house;Yucat n;21.072.905;-8.965.963;290.0;126477.54
house;Tamaulipas;223.140.373;-978.800.254;178.0;51644.99
house;Jalisco;20.547.053;-10.347.907;340.0;262440.91
house;Tlaxcala;19.308.845;-98.214.439;85.0;35826.8
apartment;Chiapas;16.745.515;-9.315.228;102.0;46364.1
house;Chiapas;19.704.245;-101.165.592;150.0;94835.67
house;Veracruz de Ignacio de la Llave;25.525.183;-103.377.502;104.0;33192.48
house;San Luis Potos¡;22.136.711;-101.041.163;270.0;163328.09
apartment;Yucat n;21.039.522;-89.563.911;119.0;115814.11
house;Estado de M‚xico;18.831.146;-99.675.944;125.0;73761.07
house;Quer‚taro;20.558.271;-10.042.942;139.0;97469.99
house;Guanajuato;21.178.095;-101.708.252;360.0;178607.18
apartment;Distrito Federal;19.403.794;-99.155.899;70.0;54235.15
house;Quer‚taro;20.543.869;-100.414.032;150.0;51105.88
apartment;Distrito Federal;19.343.424;-99.135.933;84.0;115910.26
house;Veracruz de Ignacio de la Llave;19.532.236;-9.694.104;180.0;79029.72
house;Jalisco;20.755.376;-10.339.302;120.0;71143.62
apartment;Yucat n;21.008.295;-89.591.019;142.0;91169.23
apartment;Distrito Federal;19.382.649;-99.143.384;65.0;44178.77
house;Distrito Federal;23.634.501;-102.552.788;200.0;152790.8
house;Tamaulipas;22.268.972;-97.860.939;200.0;121207.64
house;Guerrero;16.856.389;-99.913.115;131.0;47417.83
house;Veracruz de Ignacio de la Llave;191.279.472.004;-961.076.366.901;200.0;104319.23
apartment;Puebla;19.076.612;-98.236.336;93.0;57884.47
house;Quer‚taro;20.391.528;-99.981.438;202.0;121207.64
house;Quintana Roo;211.661.723;-868.251.719;370.0;200256.11
house;Baja California;3.246.906;-11.681.963;86.0;52605.29
apartment;Yucat n;210.634.817;-896.110.378;63.0;44794.13
apartment;Baja California;23.634.501;-102.552.788;95.0;84313.09
house;Quer‚taro;20.745.667;-100.455.109;290.0;236091.42
apartment;Tamaulipas;22.292.006;-97.866.714;128.0;85878.96
house;Puebla;19.061.148;-98.248.372;120.0;59535.72
house;Morelos;18.969.536;-99.215.979;180.0;81664.04
house;Estado de M‚xico;19.300.028;-99.566.057;198.0;53666.55
house;Yucat n;20.999.418;-89.619.278;377.0;224339.55
apartment;Distrito Federal;19.401.507;-9.914.682;92.0;67438.69
house;Estado de M‚xico;19.663.315;-99.103.287;100.0;80083.45
apartment;Yucat n;21.030.668;-89.599.258;82.0;62696.91
house;Colima;19.255.166;-103.680.325;105.0;46627.53
house;Morelos;18.743.973;-99.254.183;79.0;42941.43
house;Yucat n;21.037.875;-89.648.252;123.0;41095.45
apartment;Quintana Roo;211.495.343.889;-868.515.973.089;79.0;80015.91
house;Morelos;18.951.663;-99.218.298;376.0;263432.41
apartment;Distrito Federal;19.381.078;-99.186.714;70.0;85668.22
house;Sinaloa;248.225.157.463;-1.074.352.383.614;105.0;55847.67
house;Estado de M‚xico;19.522.923;-99.241.837;200.0;229240.55
house;Quer‚taro;20.693.433;-100.446.219;160.0;121178.91
house;Estado de M‚xico;19.545.727;-99.039.146;133.0;67438.69
house;Chihuahua;28.672.886;-10.609.304;250.0;63238.77
house;Guanajuato;209.144.491;-100.745.235;100.0;127584.22
house;Puebla;23.634.501;-102.552.788;113.0;57955.13
house;Quer‚taro;20.618.279;-100.346.985;130.0;99601.06
house;San Luis Potos¡;22.193.523;-1.010.019;211.0;165467.83
house;Yucat n;21.030.771;-89.646.347;200.0;77994.48
apartment;Chiapas;16.747.116;-92.651.844;84.0;52686.48
house;Estado de M‚xico;19.276.849;-99.546.473;179.0;94203.43
house;Quintana Roo;21.082.655;-86.857.162;251.0;187037.01
house;Distrito Federal;193.845.016.369;-990.904.824.436;115.0;81683.41
apartment;Distrito Federal;19.446.829;-99.159.454;65.0;163064.66
house;Yucat n;2.099.947;-89.642.815;169.0;55333.92
house;Aguascalientes;2.199.782;-102.191.307;350.0;193359.39
house;Nuevo Le¢n;25.714.615;-100.230.576;309.0;158096.93
house;Estado de M‚xico;19.286.575;-99.597.733;200.0;72865.4
house;Durango;24.024.288;-104.615.791;98.0;36090.24
house;Estado de M‚xico;19.537.234;-99.025.536;83.0;45447.36
house;Distrito Federal;19.343.042;-99.054.777;275.0;167543.01
